IE_XML_ID;IE_NAME
12750;Vertex Standard FNB-V133Li-UNI
12749;Vertex Standard FNB-V136-UNI
12738;Motorola PMNN4103
12737;Motorola PMNN4102
12734;Motorola PMNN4101
12733;Motorola PMLN7159
12732;Motorola PMLN7189
12731;Motorola RMN5058
12729;Motorola RLN6490
12727;Motorola PMLN5976
12725;Motorola PMLN5975A
12724;Motorola PMLN5973
12722;Motorola PMLN5979
12720;Motorola PMLN5974
12719;Motorola PMLN6853
12717;Motorola PMLN6852
12715;Motorola PMLN5102
12714;Motorola PMLN5101
12712;Motorola PMLN6124
12711;Motorola PMLN6123
12710;Motorola PMLN6130
12707;Motorola PMLN6129
12706;Motorola PMLN6128
12704;Motorola PMLN6127
12703;Motorola PMLN7181
12701;Motorola NNTN8560
12700;Motorola NNTN8129
12697;Motorola PMNN4525
12696;Motorola PMNN4489
12694;Motorola PMNN4418
12693;Motorola PMNN4417
12691;Motorola PMNN4416
12689;Motorola PMNN4415
12688;Motorola PMNN4412
12687;Motorola PMNN4406
12685;Motorola PMNN4409
12684;Motorola PMNN4490
12682;Motorola PMNN4491
12680;Motorola PMNN4488
12679;Motorola PMNN4493
12678;Motorola NNTN8359A
12673;Motorola PMLN6763
12672;Motorola PMLN6760
12670;Motorola PMLN7464
12669;Motorola PMLN6754
12668;Motorola PMLN7269
12667;Motorola PMNN4511
12666;Motorola PMNN4502
12665;Motorola PMLN6854
12635;Motorola BDN6720
12634;Motorola PMNN4259
12633;Motorola PMNN4458
12604;Motorola PMLN5096
12017;Vostok P-2
12016;Vostok P-1
12013;Vostok HLG-2
12012;Vostok HLG-1
12010;Vostok HB2D-1
12009;Vostok HB1D-1
12008;Vostok HBC-1
12007;Vostok HB-1M
12006;Vostok HDH-16ANCP1
12005;Vostok HDH-16ANCA
12004;Vostok HDH-16ANC1
12003;Vostok HDH-14P1
12002;Vostok HDH-14СA
12001;Vostok HDH-14С1
12000;Vostok HDH-12P1
11999;Vostok HDH-12СA
11998;Vostok HDH-12С1
11997;Vostok BTSM-1
11996;Vostok BTP-2
11995;Vostok BTP-1
11994;Vostok BTCM-1
11993;Vostok BTHDH-14
11992;Vostok BTHDH-12
11991;Vostok BTHS-1
11581;Автоадаптер Аргут А-43/44/45
11578;Аргут А-41 new З/У
11576;Аргут А-23/24 new З/У
11573;Аргут АКБ А-43/44/45
11572;АКБ ГРИФОН G-44
11570;АКБ ГРИФОН G-45
11569;Аргут АКБ А-23/24 (1200 мАч)
11568;Аргут L-01P
11392;Vostok CL-52
11391;Vostok AL-52S
11390;Vostok BC-52
11389;Vostok AL-52
11388;Vostok BP-52
11363;Аргут L-03-K
11362;Аргут АКБ А-23/24 new
11361;Аргут АКБ А-21
11355;Аргут АКБ А-41
11354;Аргут АКБ А-75
11353;Аргут АКБ А-53/54/74
11326;Аргут L-02-11
11307;Аргут L-02-01
11302;Аргут А-43 З/У
11301;Аргут БЗУ-640
10951;Comrade CM-6 PMR
10950;Comrade CM-2 PMR
10949;Comrade CM-3 White
10948;Comrade CM-3 Black
10947;Comrade CM-2
10946;Comrade CM-1 PMR
10849;TurboSky TY-2
10827;TurboSky TV-6
10826;TurboSky TV-4B
10825;TurboSky TV-4
10824;TurboSky TV-3 White
10823;TurboSky TV-3 Black
10817;TurboSky TV-2
10555;АКБ Comrade R8
10554;АКБ Comrade R7
10553;АКБ Comrade R6
10552;АКБ Comrade R5
10551;АКБ Comrade R4
10550;АКБ Comrade R3
10549;АКБ Turbosky R2
10548;АКБ TurboSky T9
10547;АКБ TurboSky T8
10546;АКБ TurboSky T7
10545;АКБ TurboSky T6
10544;АКБ TurboSky T5
10543;АКБ TurboSky T4
10542;АКБ TurboSky T3
10514;TurboSky TK-8
10513;TurboSky TK-5
10512;TurboSky TK-4
10511;TurboSky TK-3 White
10494;TurboSky TK-3 Black
10493;TurboSky TK-2
10492;TurboSky TK-1
17243;Alinco ERW-15 USB
17238;Alinco EMS-54
17248;Alinco ADUA52
9881;аккумулятор
8684;Icom IC-PW1
8679;Icom UC-FR5000 #12
8678;Icom UR-FR6000 #73
8677;Icom UR-FR6100 #72
8676;Icom UR-FR6100 #74
8675;Icom UR-FR5100 #74
8674;Icom UR-FR5100 # 72
8667;Icom UR-FR5000 #73
6151;Бизон PR-9000
6150;Бизон PM9000
5296;Ajetrays AJ-777
5214;Hytera PWC10
5197;Hytera GPS04
5196;Hytera PS16001
5194;Hytera SM19A1
5193;Hytera SM09D1
5192;Hytera SM20A1
5190;Hytera BRK08
4881;Hytera BRK19
4880;Hytera BRK14
4879;Hytera BRK12
4878;Hytera BRK16
4877;Hytera BRK09
4876;Hytera SM10A1
4875;Hytera SM16A2
4874;Hytera SM16A1
4872;Hytera PS22002 (L)
4871;Hytera PWC11
4870;Hytera PC40
4816;Hytera BC00005
4815;Hytera PC49
4813;Hytera PC47
4812;Hytera PC37
4811;Hytera POA45
4809;Hytera BRK17
4808;Hytera NCN010
4807;Hytera SM18A1
4806;Hytera PS7502
4704;Hytera TR800 ПО
4703;Hytera PWC04
4702;Hytera PWC03
4695;Hytera CP09
4694;Hytera TM600 ПО
4693;Hytera PC21
4692;Hytera POA15
4691;Hytera PWC06
4690;Hytera BRK04
4689;Hytera SM09S2
4688;Hytera SM10R2
4687;Hytera SM07R1
4686;Hytera SM07R2
4685;Hytera SM11R1
3967;Motorola GLN7324
3966;Motorola GPN6145
3965;Motorola GKN6266
3964;Motorola HSN8145
3962;Motorola GLN7326
3961;Motorola GLN7318
15565;Motorola PMKN4010B
15564;Радиал MF-3
15542;Motorola PMKN4147A
15277;Бизон PMD9000
14908;Anli DP-15A
14681;Motorola PMMN4075
14676;Motorola PMMN4094
14667;Motorola PMLN6047
14665;Motorola PMPN4076A
14664;Motorola HPN4007
14663;Motorola RSN4004
14662;Motorola RSN4003
14661;Motorola RSN4002
14660;Motorola RMN5127
14659;Motorola RMN5054
14658;Motorola RMN5053
14657;Motorola RMN5052
14656;Motorola RMN5050
14655;Motorola RLN5929
14654;Motorola RLN5926
14652;Motorola PMLN7131
14651;Motorola HMN4098
14650;Motorola RSN4001
14649;Motorola RLN4858
14648;Motorola RLN4857
14647;Motorola RLN4836
14646;Motorola PMMN4098
14645;Motorola PMMN4091
14644;Motorola PMMN4090
14643;Motorola PMMN4089
14642;Motorola PMLN6481
14640;Motorola PMKN4040
14639;Motorola PMKN4013C
14638;Motorola PMKN4012B
14635;Motorola PMMN4050
14634;Motorola PMMN4040
14633;Motorola PMMN4025
14632;Motorola PMMN4024
14623;Motorola NNTN8383
14622;Motorola NNTN8382
14621;Motorola MDRLN4885
14612;Motorola PMKN4117B
14611;Motorola PMKN4115B
14608;Motorola WADN4190
14607;Motorola PMMN4108
14606;Motorola PMMN4076
14605;Motorola PMMN4073
14604;Motorola PMMN4071
14093;Бизон PRM
13995;Alinco EDC-168
13969;Alinco ADUA38
13968;Alinco ERW-7 USB
13967;Alinco ERW-8
13965;Alinco ERW-4 COM
13963;Alinco ERW-4 USB
13962;Alinco ERW-10
13958;Alinco EMS-57
13957;Alinco EMS-64
13956;Alinco EMS-70
13955;Alinco EMS-14
13954;Alinco DM-330FXE
13953;Alinco DM-430E
13952;Alinco DM-30E
13951;Alinco DM-340MV
13923;Alinco ERW-12
13511;ИПМ-715Д
13510;ИПМ-715А
13509;ИПМ-725
13459;Icom SP-41
12495;Комбат ИПМ-725БП
11989;SURECOM SW-102S
11988;SURECOM SW-33
11987;SURECOM SA-160
11986;SURECOM SA-250
10522;Motorola RLN4801
16015;Yealink W80DM
16011;Yealink W80B new
16010;Yealink W59R
14426;Yealink W41P
14315;Grandstream DP752
14705;Gigaset N870 IP PRO
9212;Panasonic KX-TPA65
9073;LG-Ericsson GDC-500H
8436;Tecom DMP330
8434;RTX 4024
8433;RTX 8830 Handset
8432;RTX 8630 Handset
8431;RTX 8430 Handset
8430;RTX 8660
8355;RTX DUALphone 4088RU (белый / черный)
8354;RTX DUALphone 3088RU
8353;RTX DUALphone 3081
8352;Дополнительная трубка к DUALphone 4088RU (белая / черная)
8351;Дополнительная трубка к DUALphone 3088RU
8350;Дополнительная трубка к DUALphone 3081
8101;Gigaset SL610H PRO
8100;Gigaset S810H RUS
8099;Gigaset R630H PRO
8098;Gigaset C530H RUS
8097;Gigaset DECT N720 IP PRO Multicell
8096;Gigaset N720 DM PRO Multicell
8057;Grandstream DP710
7810;RTX 9430
7502;Gigaset C530A IP RUS
7501;Gigaset A510 IP RUS
6920;LG-ERICSSON GDC-800H.STG
6806;LG-ERICSSON GDC-800R
6805;LG-ERICSSON GDC-800Bi.STG
6804;LG-ERICSSON GDC-450H
6803;LG-ERICSSON GDC-600BE
4541;Snom m9 Handset
4540;Snom M9
4102;Grandstream DP-715
3857;Yealink W52P
3856;Yealink W52H
14968;Snom M900
14890;Snom C50
14704;Gigaset S650H PRO
14407;Yealink W53H
14406;Yealink W53P
14319;Grandstream DP730
14317;Grandstream DP722
13874;Snom M215 SC
13871;Snom M15 SC
13180;Grandstream DP760
12867;Yealink W60P
12866;Yealink W60B
12098;Gigaset R650H PRO
12096;Gigaset N510 IP PRO DECT
11238;Gigaset SL750H
11102;Snom M325
11101;Snom C50 c M9r
11099;Snom M85
11098;Snom M65
11097;Snom M25
11095;Snom M9R Expansion set
11093;Snom M9r
11088;Snom M300
11087;Snom M700
11079;Panasonic KX-UDS124CE
11077;Panasonic KX-TDA0158CE
11075;Panasonic KX-TDA0155CE
11073;Panasonic KX-NS0154CE
11065;Panasonic KX-WT115RU
11064;Panasonic KX-TCA385RU
11063;Panasonic KX-TCA285RU
11061;Panasonic KX-TCA185RU
11042;Gigaset A540H
11041;Gigaset A540 IP
11030;Panasonic KX-UDT121RU
11029;Panasonic KX-UDT111RU
11014;Panasonic KX-TGP500
11013;Panasonic KX-TPA50
11012;Panasonic KX-TPA60
11006;Panasonic KX-TGP600
10810;Grandstream DP720
10594;Yealink W56H
10584;Yealink W56P
10089;Avaya D100
10086;Avaya 3725
10085;Avaya 3720
10084;Avaya 3749
10083;Avaya 3740
15994;Yealink SIP-T58A с камерой
11034;Panasonic KX-HDV430RU
9286;Yealink SIP VP-T49G
8429;Grandstream GXV-3275
7048;Fanvil C600
6911;LG-Ericsson LIP-9070
6910;LG-ERICSSON LIP-8050V
4665;Grandstream GXV3240
4321;Panasonic KX-UT670RU
4100;Grandstream GXV-3140 v2
4046;Grandstream GXV-3175 v2
4037;Fanvil D800
4034;Fanvil D900
3858;Yealink VP530
14941;LG-Ericsson LIP-9071
14911;Grandstream GXV3350
14846;Grandstream GXV3370
14690;Grandstream GXV3380
14401;Yealink VP59
13914;Gigaset PRO Maxwell 10S
10006;Avaya H175
16003;Yealink SIP-T58A SfB
11954;Yealink SIP-T58A
14427;Yealink SIP-T57W
11882;Yealink SIP-T56A
16000;Yealink SIP-T55A Teams edition
15999;Yealink SIP-T55A SfB
14428;Yealink SIP-T54W
12860;Yealink SIP-T54S
14430;Yealink SIP-T53W
15934;Yealink SIP-T53
15925;Yealink SIP-T48U
15998;Yealink SIP-T48S SfB
11881;Yealink SIP-T48S
15924;Yealink SIP-T46U
11879;Yealink SIP-T46S
15923;Yealink SIP-T43U
15997;Yealink SIP-T42S SfB
11876;Yealink SIP-T42S
15995;Yealink SIP T41S SfB
11873;Yealink SIP-T41S
9551;Yealink SIP-T40P
12436;Yealink SIP-T40G
15922;Yealink SIP-T33P
15805;Yealink SIP-T33G
15633;Yealink SIP-T31P
15632;Yealink SIP-T31G
15631;Yealink SIP-T31
15630;Yealink SIP-T30P
15629;Yealink SIP-T30
6754;Yealink SIP-T29G
11470;Yealink SIP-T27G
7225;Yealink SIP-T23G
14303;Yealink SIP-T21P E2 без БП
8051;Yealink SIP-T21P E2
8050;Yealink SIP-T21 E2
14305;Yealink SIP-T19P E2 без БП
9127;Yealink SIP-T19P E2
9126;Yealink SIP-T19 E2
13852;Snom D785 White
13853;Snom D785
9309;Snom D765
11003;Snom D745
13862;Snom D735 White
13861;Snom D735
11002;Snom D725
14691;Snom D717 White
14686;Snom D717
13864;Snom D715 White
10999;Snom D715
10997;Snom D710
13851;Snom D385
10995;Snom D375
10994;Snom D345
14692;Snom D335
10993;Snom D315
10990;Snom D305
13865;Snom D120
4535;Snom 760
9205;Panasonic KX-NT560
9207;Panasonic KX-NT556
9206;Panasonic KX-NT553
11023;Panasonic KX-NT551RU
9209;Panasonic KX-NT546
9208;Panasonic KX-NT543
9210;Panasonic KX-NT511P
4267;Panasonic KX-NT400RU
11032;Panasonic KX-HDV330RU
11033;Panasonic KX-HDV230RU
9211;Panasonic KX-HDV130RU
11016;Panasonic KX-HDV100RU
14930;LG-Ericsson LIP-9040С
9152;LG-Ericsson LIP-9040
9151;LG-Ericsson LIP-9030
9150;LG-Ericsson LIP-9020
9149;LG-Ericsson LIP-9010
14926;LG-Ericsson LIP-9008G
14925;LG-Ericsson LIP-9008
9148;LG-Ericsson LIP-9002
11186;Jabra DIAL 550
14265;Htek UC926 RU
14268;Htek UC924 RU
14269;Htek UC923 RU
14272;Htek UC912P RU
14270;Htek UC903P RU
14274;Htek UC902 RU
14845;Grandstream WP820
10812;Grandstream GXP2170
4039;Grandstream GXP2160
4040;Grandstream GXP2140
9654;Grandstream GXP2135
10811;Grandstream GXP1630
8428;Grandstream GXP-2130V2
11295;Grandstream GXP-1782
11294;Grandstream GXP-1780
13179;Grandstream GXP-1760w
11293;Grandstream GXP-1760
8427;Grandstream GXP-1628
8426;Grandstream GXP-1625
8425;Grandstream GXP-1620
11105;Grandstream GXP-1615
8424;Grandstream GXP-1610
14706;Gigaset Maxwell Basic
14707;Gigaset Maxwell 3
13876;Fanvil X2P
10987;Fanvil H5
10986;Fanvil H3
12042;Fanvil H1
14414;Escene WS620-PEGV4
14413;Escene WS330-PEGV4
12087;Escene WS282-PV4
12085;Escene WS118-PBV4
14422;Escene HS118-PNW
12082;Escene HS118-PNB
12081;Escene HS108-PN
12052;Escene ES620-PEG
4128;Escene ES330-PEN
14412;Escene ES330-PEGV4
14421;Escene ES282-PG
14411;Escene ES282-PC
14418;Escene ES280-V4
12049;Escene ES280-PV4
14417;Escene ES206N
9944;Escene ES206-PN
12047;Escene ES205-PN
12045;Escene ES205-N
4139;Escene CC800-N
4484;D-Link DPH-400SE/E/F3
4483;D-Link DPH-400SE/E/F2
4482;D-Link DPH-400S/E/F3
14833;Atcom A68
14832;Atcom A48W
14831;Atcom A48
14830;Atcom A41W
14864;Atcom A41 с б/п
14829;Atcom A41
14862;Atcom A21
14861;Atcom A20W
14834;Atcom A11 с б/п
14827;Atcom A11
14858;Atcom A10W
9986;Avaya 1608
9985;Avaya 1603SW
9982;Avaya 1603
9965;Avaya 9601
9961;Avaya 9650
9958;Avaya 9641GS
9953;Avaya 9621G
9948;Avaya 9611G
9946;Avaya 9608/9608C
9146;LG-ERICSSON WIT-400HE
8626;SkypeMate VM-01S
8625;SkypeMate USB-P4K
8622;SkypeMate USB-M3K
8349;Planet VIP254T
8095;Gigaset DX800A
8090;Grandstream GXP-2130
8089;Grandstream GXP-1450
8088;Grandstream GXP-1405
8087;Grandstream GXP-1400
8086;Grandstream GXP-1105
8085;Grandstream GXP-1100
7365;Yealink SIP-T27P
7303;Atcom AT-820P
7302;Atcom AT-820
7301;Atcom AT-810P
7300;Atcom AT-810
7298;Atcom AT-800DР
7297;Atcom AT-640P
7296;Atcom AT-620P
7295;Atcom AT-620
7294;Atcom AT-610P
7293;Atcom AT-610
7283;Atcom AT-530P
7282;Atcom AT-530 Ru
7281;Atcom Rainbow2
7280;Atcom Rainbow 1 L
7224;Yealink SIP-T23P
7191;Mocet IP2061
7190;Mocet IP2041
7054;Fanvil X5G
7053;Fanvil X5
7052;Fanvil X3P
7051;Fanvil X3 black / white
7049;Fanvil C400
6917;LG-ERICSSON WIT-400H
6909;LG-ERICSSON LIP-8050E
6908;LG-ERICSSON LIP-8040E
6907;LG-ERICSSON LIP-8024E
6906;LG-ERICSSON LIP-8024D
6905;LG-ERICSSON LIP-8012E
6904;LG-ERICSSON LIP-8008E
6903;LG-ERICSSON LIP-8002E
6886;LG-ERICSSON IP8850E.STGBK
6885;LG-ERICSSON IP8840E.STGBK
6884;LG-ERICSSON IP8830E.STGBK
6883;LG-ERICSSON IP8815E.STGBK
6882;LG-ERICSSON IP8802.STGBK
6881;LG-ERICSSON IP8802A.STGBK
5142;Hanlong UC802P
5141;Hanlong UC803P
5140;Hanlong UC804P
5139;Hanlong UC806P
5135;Hanlong UC840P
5134;Hanlong UC860P
5013;Hanlong UC842
5008;Hanlong UC862
4826;Digium D70
4825;Digium D50
4824;Digium D45
4823;Digium D40
4756;Matrix SETU VP248SE
4755;Matrix SETU VP248PE
4562;AudioCodes 440HD (HDEPSG)
4561;AudioCodes 440HD (HDEG)
4560;AudioCodes 430HD (HDE)
4559;AudioCodes 430HD (HDEG)
4558;AudioCodes 430HD (HDEPSG)
4557;AudioCodes 430HD (HDEPS)
4556;AudioCodes 420HD (HDPS)
4555;AudioCodes 420HD (HDE)
4554;AudioCodes 420HD (HDEPS)
4553;AudioCodes 320HD (HDPS)
4552;AudioCodes 320HD (HDE)
4551;AudioCodes 310HD (HDE)
4550;AudioCodes 310HD (HDPS)
4538;Snom UC600
4537;Snom 870
4536;Snom 821
4534;Snom 720
4533;Snom 710
4532;Snom 370
4531;Snom 320
4530;Snom 300
4525;AudioCodes 320HD (HDEPS)
4523;AudioCodes 310HD (HDEPS)
4481;D-Link DPH-150SE/F3
4480;D-Link DPH-150SE/F2
4478;D-Link DPH-150S/F2
4477;D-Link DPH-400S/E/F1
4319;Panasonic KX-UT248RU-B
4318;Panasonic KX-UT136RU-B
4317;Panasonic KX-UT133RU-B
4316;Panasonic KX-UT123RU-B
4313;Panasonic KX-UT113RU-B
4271;Panasonic KX-NT343RU
4269;Panasonic KX-NT346RU
4268;Panasonic KX-NT366RU
4266;Panasonic KX-NT321RU
4191;Yealink SIP-T48G
4145;Escene WS290-N
4142;Escene GS320-P
4141;Escene GS330-P
4140;Escene CC800-PN
4138;Escene US102-PYN
4137;Escene US102-YN
4136;Escene ES220-PN
4135;Escene ES220-N
4134;Escene ES290-PN
4133;Escene ES290-N
4132;Escene ES292-PN
4131;Escene ES292-N
4130;Escene ES320-PN
4129;Escene ES320-N
4127;Escene ES410-PE
4126;Escene ES620-PE
4101;Grandstream GXP-2124 v2
4089;Fanvil C58P
4088;Fanvil C56P
4087;Fanvil F52P
4082;Fanvil C62
4056;Fanvil C58
4055;Fanvil C56
4043;Grandstream GXP2200
4042;Grandstream GXP1165
4041;Grandstream GXP1160
4036;Fanvil C66
4035;Fanvil C01
4033;Fanvil F52
3855;Yealink SIP-T46G
3854;Yealink SIP-T42G
3853;Yealink SIP-T41P
3852;Yealink SIP-T38G
3851;Yealink SIP-T32G
3850;Yealink SIP-T28P
3849;Yealink SIP-T26P
3848;Yealink SIP-T22P
3847;Yealink SIP-T21P
3846;Yealink SIP-T21
3845;Yealink SIP-T20P
3844;Yealink SIP-T20
3843;Yealink SIP-T19P
3842;Yealink SIP-T19
3840;Yealink SIP-T18P
14914;Grandstream GRP2616
14866;Atcom Rainbow1
14865;Atcom A68W
14863;Atcom A21 с б/п
14860;Atcom A20
14857;Atcom A10
14835;Fanvil X5S
14800;Fanvil X2C
14799;Fanvil X1
14798;Fanvil H2S
14797;Fanvil H2
14777;Yealink W80B
13858;Snom D712
13122;IPmatika PH658N
13120;IPmatika PH656NW
12863;Yealink SIP-T52S
12726;Panasonic KX-NT346RU-B
12089;Escene WS290-PN с б/п
12084;Escene HS118V2
12078;Escene GS620-PEN
12075;Escene GS410-PEN
12071;Escene GS330-PEN
12057;Escene GS292-PN
12055;Escene ES620-PEN
12039;Atcom Rainbow4 S (POE без б/п)
12035;Atcom Rainbow4 (POE без б/п)
12033;Atcom Rainbow3 S (POE без б/п)
12029;Atcom Rainbow3 (POE без б/п)
12027;Atcom Rainbow2 LW (POE без б/п)
12025;Atcom Rainbow 2 (POE, без б/п)
11955;Yealink SIP-T58V
11444;Fanvil X6
11292;Fanvil X3G
11202;Motorola LEX L10
11196;Ubiquiti UniFi VoIP Phone Executive
11195;Ubiquiti UniFi VoIP Phone Pro
11194;Ubiquiti UniFi VoIP Phone
11021;Panasonic KX-NT511АRU
10979;Fanvil X4G
10976;Fanvil X4
10975;Fanvil X3SP
10974;Fanvil X3S
10088;Avaya 3645/6140
10087;Avaya 3641/6120
10062;Avaya 1230
10057;Avaya 1220
10054;Avaya 1210
10052;Avaya 1165E
10051;Avaya 1150E
10020;Avaya 1140E
10019;Avaya 1120E
10018;Avaya 1110
10008;Avaya E129
10007;Avaya E169
10004;Avaya 16СС
10003;Avaya 1616
16009;Yealink CP960 SfB
15626;Yealink CP930W-Base
8336;Mobigater ED conf 01
7366;Yealink CP860
4539;Snom Meeting Point
4273;Panasonic KX-NT700
14432;Yealink CP930W
13870;Snom C520
12869;Yealink CP920
12464;Yealink CP960
10107;Avaya B169
10073;Avaya B179
10072;Avaya B189
9331;Yeastar N1
9066;LG-ERICSSON SBG-1000.PKG
8753;Yeastar N824
8745;OpenVox IX210
8744;OpenVox IX132
8743;OpenVox iCallDroid spot
8742;OpenVox iCallDroid
8741;OpenVox iCallDroid (1 FXO 1 FXS)
8058;Grandstream UCM6116
7200;Atcom IP04
7199;Atcom IP08
7198;Atcom IP02
7197;Atcom IP01
7196;Atcom IP-4G
7195;Atcom IP-2G4A
7189;Mocet IG7600
6811;LG-ERICSSON CM-MGC2.STG
6808;LG-ERICSSON CM-S1K.STG
6807;LG-ERICSSON CM-S2K.STG
6659;LG-ERICSSON LIK-MFIM1200
6658;LG-ERICSSON LIK-MFIM600
6657;LG-ERICSSON LIK-MFIM300
6656;LG-ERICSSON LIK-MFIM100
6655;LG-ERICSSON LIK-MFIM50B
6654;LG-ERICSSON LIK-MFIM50A
6653;LG-Ericsson LIK-Micro
6170;ERICSSON-LG SBG-1000.STG
5050;Zycoo CooVox U20-A220
5049;Zycoo CooVox U20-A202
5009;АГАТ UX-3212
5004;АГАТ UX-3420
5003;АГАТ UX-3720
5002;АГАТ UX-3410
4999;АГАТ UX-2211
4998;АГАТ UX-3730
4997;АГАТ UX-3710
4868;АГАТ UX-5110/FXO4
4867;АГАТ UX-5111
4312;Panasonic KX-TDE600RU
4310;Panasonic KX-TDE200RU
4309;Panasonic KX-TDE100RU
4308;Panasonic KX-NCP500RU
4307;Panasonic KX-NCP1000RU
4099;Grandstream UCM6108
4096;Grandstream UCM6104
4091;Grandstream UCM6102
3871;Yeastar MyPBX SOHO
3870;Yeastar MyPBX Standard
3869;Yeastar MyPBX U100
3868;Yeastar MyPBX U200
3867;Yeastar MyPBX U300
3866;Yeastar MyPBX U500
3865;Yeastar MyPBX U510
3860;Yeastar MyPBX U520
12695;Panasonic KX-NSX2000RU
12692;Panasonic KX-NSX1000RU
12690;Panasonic KX-HTS824RU
11300;Grandstream UCM6208
11298;Grandstream UCM6204
11297;Grandstream UCM6202
11055;Panasonic KX-NS500RU
11053;Panasonic KX-NS1000RU
10574;Yeastar D30
10572;Yeastar S20
10571;Yeastar S300
10568;Yeastar S100
10489;Yeastar N412
10108;Avaya IPO 500 V2
9231;Grandstream GXV-3674VF_HD
9230;Grandstream GXV-3674VF_FHD
9228;Grandstream GXV-3672_FHD_36 v2 (белая)
9226;Grandstream GXV-3651_FHD
8772;Satvision SNI-B212
8771;Satvision SNI-S412VW
8770;Satvision SVI-S322V
8765;Satvision SVI-S122
8764;Satvision SVI-S112
7841;Milesight MS-C3567-FPN
7840;Milesight MS-C3567-PN
7836;Milesight MS-C3366-FP
7835;Milesight MS-C3363-FPN
7492;Milesight MS-C3363-PN
7382;Milesight MS-C3263-PN
7374;Milesight MS-C2163-PN
7373;Milesight MS-C2162-VP
7372;Milesight MS-C2162-FP
7369;Milesight MS-C2162-EP
4381;Panasonic WV-SW316LE
4380;Panasonic WV-SW316E
4379;Panasonic WV-SP509E
4378;Panasonic WV-SP508E
4377;Panasonic WV-SP306E
4363;Panasonic WV-SP305E
4362;Panasonic WV-SP302E
4361;Panasonic WV-NP502E
4360;Panasonic WV-SP105E
4357;Panasonic WV-SP102E
4298;Milesight MS-C3367-P
4297;Milesight MS-C2663-P
4291;Milesight MS-C2662-FP
4289;Milesight MS-C3366-VP
14871;Milesight MS-C2963-PB
14870;Milesight Mini MS-C2163-PNA
12718;Panasonic KX-NTV160NE
12716;Panasonic KX-NTV150NE
12113;Grandstream GXV3601HD
12102;Milesight MS-C2962-FPB
12101;Milesight MS-C3363-FPNA
12100;Milesight MS-C3263-FPNA
12097;Milesight MS-C2963-FPB
12095;Milesight MS-C2163-FPN
12094;Milesight MS-C2162-FPN
12093;Milesight MS-C3362-FPNA
12092;Milesight MS-C3262-FPNA
11126;Grandstream GXV3672 FHD v2
11124;Grandstream GXV3672 HD v2
9219;Grandstream GXV-3615WP_HD
7850;Milesight MS-C3596-PW
7383;Milesight MS-C3291-PW
7381;Milesight MS-C2191-PW
4427;Panasonic BL-VT164E
4426;Panasonic WV-SW174WE
4425;Panasonic WV-SW175E
4424;Panasonic WV-SW172E
4421;Panasonic WV-ST165E
4420;Panasonic WV-ST162E
4356;Panasonic BL-VP104WE
4355;Panasonic BL-VP104E
4353;Panasonic BL-VP101E
9225;Grandstream GXV-3662_FHD
9224;Grandstream GXV-3662_HD
9223;Grandstream GXV-3611_HD
9222;Grandstream GXV-3611IR_HD
9221;Grandstream GXV-3610_FHD
8776;Satvision SNI-D311M
8775;Satvision SVI-D322V
8774;Satvision SVI-D422
8773;Satvision SVI-D412
7849;Milesight MS-C3688-P
7848;Milesight MS-C3689-P
7846;Milesight MS-C3587-P
7844;Milesight MS-C3586-P
7843;Milesight MS-C3582-P
7842;Milesight MS-C3581-P
7378;Milesight MS-C2182-P
7376;Milesight MS-C2181-P
4438;Panasonic WV-SW598
4437;Panasonic WV-SW396AE
4436;Panasonic WV-SW396E
4435;Panasonic WV-SW395AE
4433;Panasonic WV-SW395E
4432;Panasonic WV-SC588
4431;Panasonic WV-SC386E
4430;Panasonic WV-SC385E
4429;Panasonic WV-SC384E
4415;Panasonic WV-SFV611L
4414;Panasonic WV-SFV631L
4413;Panasonic WV-SW559E
4412;Panasonic WV-SW558E
4411;Panasonic WV-SW458ME
4410;Panasonic WV-SW458E
4409;Panasonic WV-SW355E
4408;Panasonic WV-SW352E
4407;Panasonic WV-SW115
4406;Panasonic WV-SW158
4405;Panasonic WV-SW155E
4404;Panasonic WV-SW152E
4403;Panasonic WV-SFR611L
4402;Panasonic WV-SFR631L
4401;Panasonic WV-SF549E
4400;Panasonic WV-SF548E
4398;Panasonic WV-SFN611L
4395;Panasonic WV-SFN631L
4394;Panasonic WV-SF539E
4393;Panasonic WV-SF538E
4392;Panasonic WV-SF448E
4391;Panasonic WV-SF438E
4390;Panasonic WV-SF346E
4389;Panasonic WV-SF342E
4388;Panasonic WV-SF336E
4387;Panasonic WV-SF335E
4386;Panasonic WV-SF332E
4385;Panasonic WV-SF138
4384;Panasonic WV-SF135E
4383;Panasonic WV-SF132E
4382;Panasonic WV-NW502SE
4296;Milesight MS-C2682-P
4295;Milesight MS-C3682-P
4294;Milesight MS-C3681-P
4293;Milesight MS-C2681-P
4292;Milesight MS-C3372-VP
14872;Milesight MS-C2173-P
12099;Milesight MS-C2973-PB
12091;Milesight MS-C2173
12090;Milesight MS-C3576-FPNA
12088;Milesight MS-C3372-FPNA
12086;Milesight MS-C3272-FPNA
12083;Milesight MS-C2172-FPNA
4563;Panasonic BL-VT164WE
9288;Yealink VC110-VCP40
9287;Yealink VC110-VCM60
4084;Fanvil D100
14848;Grandstream GVC3200 с аудио модулем
14403;Yealink CTP20
